symbol,date,flip,conf,strength,dir,entry_close,fwd1,fwd3,fwd5
PAYTM,2025-09-18,BEARISH_TO_BULLISH,34.4,WEAK,1.0,1177.2,1.6139993204213388,-1.27420998980632,-4.417261297995243
PAYTM,2025-09-19,BULLISH_TO_BEARISH,87.0,STRONG,-1.0,1196.2,1.404447416819926,4.581173716769767,6.453770272529681
PAYTM,2025-09-24,BEARISH_TO_BULLISH,39.9,MODERATE,1.0,1141.4,-1.4193096197652044,-1.5419660066585013,2.330471350972482
PAYTM,2025-09-25,BULLISH_TO_BEARISH,33.4,WEAK,-1.0,1125.2,0.5510131532172099,-2.0796302879487967,-8.798435833629577
PAYTM,2025-09-26,BEARISH_TO_BULLISH,36.8,MODERATE,1.0,1119.0,0.42895442359248925,4.378909740840036,10.598748882931181
PAYTM,2025-10-07,BULLISH_TO_BEARISH,41.8,MODERATE,-1.0,1224.9,-1.7470813943995314,-2.0001632786349903,-4.277900236754009
PAYTM,2025-10-28,BEARISH_TO_BULLISH,46.9,MODERATE,1.0,1309.3,0.038188344917131294,-2.634995799282059,0.8630565951271638
PAYTM,2025-11-06,BEARISH_TO_BULLISH,91.0,STRONG,1.0,1346.5,-1.173412551058296,-2.992944671370216,-3.5090976606015594
PAYTM,2025-11-10,BULLISH_TO_BEARISH,47.2,MODERATE,-1.0,1332.6,1.9810895992795938,2.5026264445444926,2.784031217169437
PAYTM,2025-11-18,BULLISH_TO_BEARISH,79.0,STRONG,-1.0,1282.6,-0.10135661936692515,1.707469203181028,-0.30406985810074
